mRNA	microRNA	lncRNA
KRAS	hsa-miR-30c-5p	TPT1-AS1
KRAS	hsa-miR-30e-5p	TPT1-AS1
LARP1	hsa-miR-30c-5p	TPT1-AS1
LARP4	hsa-miR-30c-5p	TPT1-AS1
LCLAT1	hsa-miR-30c-5p	TPT1-AS1
LDHA	hsa-miR-30d-5p	TPT1-AS1
LMBR1	hsa-miR-30c-5p	TPT1-AS1
LRRC42	hsa-miR-30d-5p	TPT1-AS1
LYSMD1	hsa-miR-30a-5p	TPT1-AS1
MAN1A2	hsa-miR-30c-5p	TPT1-AS1
MAP3K2	hsa-miR-30c-5p	TPT1-AS1
MAP4K4	hsa-miR-30b-5p	TPT1-AS1
MAP4K4	hsa-miR-30c-5p	TPT1-AS1
MAP4K4	hsa-miR-30d-5p	TPT1-AS1
MAP4K4	hsa-miR-30e-5p	TPT1-AS1
MAPK6	hsa-miR-30b-5p	TPT1-AS1
MAPK6	hsa-miR-30c-5p	TPT1-AS1
MAPK6	hsa-miR-30d-5p	TPT1-AS1
MAPRE1	hsa-miR-30c-5p	TPT1-AS1
MAPRE1	hsa-miR-30d-5p	TPT1-AS1
MARCKS	hsa-miR-30b-5p	TPT1-AS1
MARCKS	hsa-miR-30d-5p	TPT1-AS1
MCM2	hsa-miR-30a-5p	TPT1-AS1
MCM2	hsa-miR-30b-5p	TPT1-AS1
MCM2	hsa-miR-30d-5p	TPT1-AS1
MED6	hsa-miR-30d-5p	TPT1-AS1
MESDC2	hsa-miR-30b-5p	TPT1-AS1
MESDC2	hsa-miR-30c-5p	TPT1-AS1
MICAL3	hsa-miR-30d-5p	TPT1-AS1
MMD	hsa-miR-30d-5p	TPT1-AS1
MPHOSPH6	hsa-miR-30d-5p	TPT1-AS1
MPHOSPH9	hsa-miR-30a-5p	TPT1-AS1
MPHOSPH9	hsa-miR-30b-5p	TPT1-AS1
MRPL35	hsa-miR-30b-5p	TPT1-AS1
MRPL35	hsa-miR-30c-5p	TPT1-AS1
MRPL35	hsa-miR-30d-5p	TPT1-AS1
MRPS22	hsa-miR-30d-5p	TPT1-AS1
MTBP	hsa-miR-30a-5p	TPT1-AS1
MTDH	hsa-miR-30c-5p	TPT1-AS1
MTHFD1L	hsa-miR-30d-5p	TPT1-AS1
MTPAP	hsa-miR-30a-5p	TPT1-AS1
MYBL1	hsa-miR-30a-5p	TPT1-AS1
MYBL2	hsa-miR-30a-5p	TPT1-AS1
MYBL2	hsa-miR-30b-5p	TPT1-AS1
MYBL2	hsa-miR-30d-5p	TPT1-AS1
MYST3	hsa-miR-30c-5p	TPT1-AS1
N4BP2	hsa-miR-30c-5p	TPT1-AS1
NAA25	hsa-miR-30a-5p	TPT1-AS1
NARS2	hsa-miR-30a-5p	TPT1-AS1
NAV1	hsa-miR-30a-5p	TPT1-AS1
NCKAP1	hsa-miR-30c-5p	TPT1-AS1
NCS1	hsa-miR-30d-5p	TPT1-AS1
NDUFA12	hsa-miR-30a-5p	TPT1-AS1
NMD3	hsa-miR-30b-5p	TPT1-AS1
NMD3	hsa-miR-30c-5p	TPT1-AS1
NMD3	hsa-miR-30d-5p	TPT1-AS1
NRBP1	hsa-miR-30d-5p	TPT1-AS1
NRBP1	hsa-miR-30e-5p	TPT1-AS1
NUS1	hsa-miR-30b-5p	TPT1-AS1
OSBPL8	hsa-miR-30c-5p	TPT1-AS1
P4HA1	hsa-miR-30a-5p	TPT1-AS1
PAFAH1B2	hsa-miR-30b-5p	TPT1-AS1
PAFAH1B2	hsa-miR-30c-5p	TPT1-AS1
PAPOLA	hsa-miR-30a-5p	TPT1-AS1
PAPOLA	hsa-miR-30c-5p	TPT1-AS1
PATL1	hsa-miR-30a-5p	TPT1-AS1
PATL1	hsa-miR-30b-5p	TPT1-AS1
PATL1	hsa-miR-30c-5p	TPT1-AS1
PATL1	hsa-miR-30d-5p	TPT1-AS1
PAWR	hsa-miR-30c-5p	TPT1-AS1
PAX9	hsa-miR-30a-5p	TPT1-AS1
PCNA	hsa-miR-30d-5p	TPT1-AS1
PDAP1	hsa-miR-30d-5p	TPT1-AS1
PDCD10	hsa-miR-30d-5p	TPT1-AS1
PDK1	hsa-miR-30d-5p	TPT1-AS1
PDSS1	hsa-miR-30a-5p	TPT1-AS1
PDSS1	hsa-miR-30d-5p	TPT1-AS1
PFDN4	hsa-miR-30d-5p	TPT1-AS1
PFN2	hsa-miR-30d-5p	TPT1-AS1
PFN2	hsa-miR-30e-5p	TPT1-AS1
PGAM1	hsa-miR-30d-5p	TPT1-AS1
PGAM1	hsa-miR-30e-5p	TPT1-AS1
PGM3	hsa-miR-30b-5p	TPT1-AS1
PGM3	hsa-miR-30d-5p	TPT1-AS1
PIGX	hsa-miR-30a-5p	TPT1-AS1
PLIN3	hsa-miR-30d-5p	TPT1-AS1
PPAT	hsa-miR-30a-5p	TPT1-AS1
PPAT	hsa-miR-30c-5p	TPT1-AS1
PPAT	hsa-miR-30d-5p	TPT1-AS1
PPHLN1	hsa-miR-30d-5p	TPT1-AS1
PPID	hsa-miR-30d-5p	TPT1-AS1
PPP1R12A	hsa-miR-30b-5p	TPT1-AS1
PPP1R12A	hsa-miR-30c-5p	TPT1-AS1
PPP1R12A	hsa-miR-30e-5p	TPT1-AS1
PPP3R1	hsa-miR-30c-5p	TPT1-AS1
PRC1	hsa-miR-30a-5p	TPT1-AS1
PRC1	hsa-miR-30b-5p	TPT1-AS1
PRC1	hsa-miR-30c-5p	TPT1-AS1
PRC1	hsa-miR-30d-5p	TPT1-AS1
PRC1	hsa-miR-30e-5p	TPT1-AS1
PRNP	hsa-miR-324-5p	TPT1-AS1
PRPF40A	hsa-miR-30c-5p	TPT1-AS1
PSAT1	hsa-miR-30a-5p	TPT1-AS1
PSMD7	hsa-miR-30d-5p	TPT1-AS1
PSME3	hsa-miR-30b-5p	TPT1-AS1
PSME3	hsa-miR-30c-5p	TPT1-AS1
PSME3	hsa-miR-30d-5p	TPT1-AS1
PSME3	hsa-miR-30e-5p	TPT1-AS1
PTGFRN	hsa-miR-30b-5p	TPT1-AS1
PTGFRN	hsa-miR-30d-5p	TPT1-AS1
PTMA	hsa-miR-30a-5p	TPT1-AS1
PWP1	hsa-miR-30d-5p	TPT1-AS1
R3HDM1	hsa-miR-30a-5p	TPT1-AS1
R3HDM1	hsa-miR-30b-5p	TPT1-AS1
R3HDM1	hsa-miR-30c-5p	TPT1-AS1
R3HDM1	hsa-miR-30d-5p	TPT1-AS1
R3HDM1	hsa-miR-30e-5p	TPT1-AS1
RAB10	hsa-miR-30b-5p	TPT1-AS1
RAB10	hsa-miR-30c-5p	TPT1-AS1
RAB10	hsa-miR-30d-5p	TPT1-AS1
RAB10	hsa-miR-30e-5p	TPT1-AS1
RAB1A	hsa-miR-30c-5p	TPT1-AS1
RAD23B	hsa-miR-30c-5p	TPT1-AS1
RAD54B	hsa-miR-30a-5p	TPT1-AS1
RBM12	hsa-miR-30c-5p	TPT1-AS1
RBM27	hsa-miR-30c-5p	TPT1-AS1
RFFL	hsa-miR-30b-5p	TPT1-AS1
RFFL	hsa-miR-30c-5p	TPT1-AS1
RFFL	hsa-miR-30d-5p	TPT1-AS1
RHEB	hsa-miR-30a-5p	TPT1-AS1
RNASEH1	hsa-miR-30b-5p	TPT1-AS1
RNASEH1	hsa-miR-30c-5p	TPT1-AS1
RNASEH1	hsa-miR-30d-5p	TPT1-AS1
RNF34	hsa-miR-30a-5p	TPT1-AS1
RNF34	hsa-miR-30b-5p	TPT1-AS1
RNF34	hsa-miR-30d-5p	TPT1-AS1
RPS6KB1	hsa-miR-30a-5p	TPT1-AS1
RRM2	hsa-miR-30a-5p	TPT1-AS1
RRM2	hsa-miR-30b-5p	TPT1-AS1
RRM2	hsa-miR-30c-5p	TPT1-AS1
RRM2	hsa-miR-30d-5p	TPT1-AS1
RRM2	hsa-miR-30e-5p	TPT1-AS1
RSF1	hsa-miR-30c-5p	TPT1-AS1
SAE1	hsa-miR-30e-5p	TPT1-AS1
SAMD8	hsa-miR-30c-5p	TPT1-AS1
SCLT1	hsa-miR-30b-5p	TPT1-AS1
SCLT1	hsa-miR-30d-5p	TPT1-AS1
SCML2	hsa-miR-30a-5p	TPT1-AS1
SEC23A	hsa-miR-30a-5p	TPT1-AS1
SEC23A	hsa-miR-30d-5p	TPT1-AS1
SEC24A	hsa-miR-30c-5p	TPT1-AS1
SEC61G	hsa-miR-30a-5p	TPT1-AS1
SEC61G	hsa-miR-30d-5p	TPT1-AS1
SEMA4B	hsa-miR-30d-5p	TPT1-AS1
SFPQ	hsa-miR-30a-5p	TPT1-AS1
SFPQ	hsa-miR-30d-5p	TPT1-AS1
SFRP2	hsa-miR-30a-5p	TPT1-AS1
SFRP2	hsa-miR-30d-5p	TPT1-AS1
SFRS9	hsa-miR-30a-5p	TPT1-AS1
SFRS9	hsa-miR-30c-5p	TPT1-AS1
SFRS9	hsa-miR-30d-5p	TPT1-AS1
SFRS9	hsa-miR-30e-5p	TPT1-AS1
SFXN1	hsa-miR-30a-5p	TPT1-AS1
SFXN1	hsa-miR-30c-5p	TPT1-AS1
SFXN1	hsa-miR-30d-5p	TPT1-AS1
SFXN1	hsa-miR-30e-5p	TPT1-AS1
SGOL1	hsa-miR-30a-5p	TPT1-AS1
SGOL1	hsa-miR-30b-5p	TPT1-AS1
SGOL1	hsa-miR-30c-5p	TPT1-AS1
SGOL1	hsa-miR-30d-5p	TPT1-AS1
SGOL1	hsa-miR-30e-5p	TPT1-AS1
SKP2	hsa-miR-30b-5p	TPT1-AS1
SKP2	hsa-miR-30d-5p	TPT1-AS1
SLC33A1	hsa-miR-30b-5p	TPT1-AS1
SLC33A1	hsa-miR-30c-5p	TPT1-AS1
SLC38A7	hsa-miR-30d-5p	TPT1-AS1
SLC7A5	hsa-miR-30a-5p	TPT1-AS1
SLC7A5	hsa-miR-30c-5p	TPT1-AS1
SLC7A5	hsa-miR-30d-5p	TPT1-AS1
SMC2	hsa-miR-30b-5p	TPT1-AS1
SMC2	hsa-miR-30c-5p	TPT1-AS1
SMC2	hsa-miR-30d-5p	TPT1-AS1
SNAI1	hsa-miR-30d-5p	TPT1-AS1
SNF8	hsa-miR-30d-5p	TPT1-AS1
SNF8	hsa-miR-30e-5p	TPT1-AS1
SNRPD1	hsa-miR-30a-5p	TPT1-AS1
SNRPD1	hsa-miR-30c-5p	TPT1-AS1
SNRPD1	hsa-miR-30d-5p	TPT1-AS1
SNRPG	hsa-miR-30a-5p	TPT1-AS1
SNRPG	hsa-miR-30d-5p	TPT1-AS1
SPAST	hsa-miR-30b-5p	TPT1-AS1
SRP54	hsa-miR-30a-5p	TPT1-AS1
SSTR2	hsa-miR-30a-5p	TPT1-AS1
SSTR2	hsa-miR-30d-5p	TPT1-AS1
SSX2IP	hsa-miR-30b-5p	TPT1-AS1
SSX2IP	hsa-miR-30c-5p	TPT1-AS1
SSX2IP	hsa-miR-30d-5p	TPT1-AS1
STEAP1	hsa-miR-30d-5p	TPT1-AS1
STK38L	hsa-miR-30b-5p	TPT1-AS1
STK38L	hsa-miR-30c-5p	TPT1-AS1
STK38L	hsa-miR-30e-5p	TPT1-AS1
STRAP	hsa-miR-30b-5p	TPT1-AS1
STRAP	hsa-miR-30c-5p	TPT1-AS1
STRAP	hsa-miR-30d-5p	TPT1-AS1
STRAP	hsa-miR-30e-5p	TPT1-AS1
STXBP5	hsa-miR-30b-5p	TPT1-AS1
STXBP5	hsa-miR-30d-5p	TPT1-AS1
SUV39H2	hsa-miR-30a-5p	TPT1-AS1
SUZ12	hsa-miR-30a-5p	TPT1-AS1
SUZ12	hsa-miR-30c-5p	TPT1-AS1
SV2A	hsa-miR-30a-5p	TPT1-AS1
SV2A	hsa-miR-30d-5p	TPT1-AS1
TAF2	hsa-miR-30c-5p	TPT1-AS1
TAF4	hsa-miR-30a-5p	TPT1-AS1
TAOK1	hsa-miR-30c-5p	TPT1-AS1
TBC1D10B	hsa-miR-30d-5p	TPT1-AS1
TBPL1	hsa-miR-30d-5p	TPT1-AS1
TDG	hsa-miR-30a-5p	TPT1-AS1
TDG	hsa-miR-30b-5p	TPT1-AS1
TDG	hsa-miR-30c-5p	TPT1-AS1
TDG	hsa-miR-30d-5p	TPT1-AS1
TFAM	hsa-miR-30b-5p	TPT1-AS1
TFAM	hsa-miR-30c-5p	TPT1-AS1
TFDP1	hsa-miR-30b-5p	TPT1-AS1
TFDP1	hsa-miR-30c-5p	TPT1-AS1
TFDP1	hsa-miR-30d-5p	TPT1-AS1
TIPIN	hsa-miR-30d-5p	TPT1-AS1
TLK1	hsa-miR-30c-5p	TPT1-AS1
TMED2	hsa-miR-30a-5p	TPT1-AS1
TMED2	hsa-miR-30c-5p	TPT1-AS1
TMEFF1	hsa-miR-30c-5p	TPT1-AS1
TNPO1	hsa-miR-30b-5p	TPT1-AS1
TNPO1	hsa-miR-30c-5p	TPT1-AS1
TNPO3	hsa-miR-30b-5p	TPT1-AS1
TNPO3	hsa-miR-30d-5p	TPT1-AS1
TNPO3	hsa-miR-30e-5p	TPT1-AS1
TOMM40	hsa-miR-30a-5p	TPT1-AS1
TOMM40	hsa-miR-30d-5p	TPT1-AS1
TOMM5	hsa-miR-30a-5p	TPT1-AS1
TOMM5	hsa-miR-30d-5p	TPT1-AS1
TOPBP1	hsa-miR-30a-5p	TPT1-AS1
TOPBP1	hsa-miR-30b-5p	TPT1-AS1
TOPBP1	hsa-miR-30d-5p	TPT1-AS1
TPM4	hsa-miR-30b-5p	TPT1-AS1
TPM4	hsa-miR-30d-5p	TPT1-AS1
TRIAP1	hsa-miR-30a-5p	TPT1-AS1
TRIAP1	hsa-miR-30d-5p	TPT1-AS1
TRIP12	hsa-miR-30b-5p	TPT1-AS1
TRIP12	hsa-miR-30c-5p	TPT1-AS1
TUBB3	hsa-miR-30a-5p	TPT1-AS1
TUBB3	hsa-miR-30d-5p	TPT1-AS1
TUBB3	hsa-miR-30e-5p	TPT1-AS1
TUBGCP4	hsa-miR-30b-5p	TPT1-AS1
TWF1	hsa-miR-30b-5p	TPT1-AS1
TWF1	hsa-miR-30c-5p	TPT1-AS1
TWF1	hsa-miR-30d-5p	TPT1-AS1
UBE2F	hsa-miR-30a-5p	TPT1-AS1
UBE2F	hsa-miR-30d-5p	TPT1-AS1
UBE2K	hsa-miR-30a-5p	TPT1-AS1
UBE2K	hsa-miR-30c-5p	TPT1-AS1
UBE2O	hsa-miR-30a-5p	TPT1-AS1
UBE2V2	hsa-miR-30a-5p	TPT1-AS1
UBE2V2	hsa-miR-30d-5p	TPT1-AS1
UBE3C	hsa-miR-30b-5p	TPT1-AS1
USP14	hsa-miR-30c-5p	TPT1-AS1
USP14	hsa-miR-30d-5p	TPT1-AS1
VANGL1	hsa-miR-30b-5p	TPT1-AS1
VCAN	hsa-miR-30a-5p	TPT1-AS1
VCAN	hsa-miR-30c-5p	TPT1-AS1
VCAN	hsa-miR-30e-5p	TPT1-AS1
VOPP1	hsa-miR-30d-5p	TPT1-AS1
VPS33A	hsa-miR-30a-5p	TPT1-AS1
VPS33A	hsa-miR-30b-5p	TPT1-AS1
VPS33A	hsa-miR-30d-5p	TPT1-AS1
WDFY1	hsa-miR-30c-5p	TPT1-AS1
WDR43	hsa-miR-30a-5p	TPT1-AS1
WDR43	hsa-miR-30b-5p	TPT1-AS1
WDR43	hsa-miR-30c-5p	TPT1-AS1
WDR45L	hsa-miR-30a-5p	TPT1-AS1
WDR82	hsa-miR-30c-5p	TPT1-AS1
XPO1	hsa-miR-30d-5p	TPT1-AS1
YEATS4	hsa-miR-30b-5p	TPT1-AS1
YEATS4	hsa-miR-30c-5p	TPT1-AS1
YES1	hsa-miR-30b-5p	TPT1-AS1
YES1	hsa-miR-30c-5p	TPT1-AS1
YME1L1	hsa-miR-30c-5p	TPT1-AS1
YWHAG	hsa-miR-30a-5p	TPT1-AS1
YWHAG	hsa-miR-30c-5p	TPT1-AS1
YWHAG	hsa-miR-30d-5p	TPT1-AS1
YWHAG	hsa-miR-30e-5p	TPT1-AS1
YWHAZ	hsa-miR-30c-5p	TPT1-AS1
ZBTB10	hsa-miR-30c-5p	TPT1-AS1
ZC3H15	hsa-miR-30a-5p	TPT1-AS1
ZC3H15	hsa-miR-30b-5p	TPT1-AS1
ZC3H15	hsa-miR-30c-5p	TPT1-AS1
ZDHHC20	hsa-miR-30b-5p	TPT1-AS1
ZDHHC20	hsa-miR-30c-5p	TPT1-AS1
ZNF367	hsa-miR-30b-5p	TPT1-AS1
ZNF367	hsa-miR-30d-5p	TPT1-AS1
ZNF384	hsa-miR-30b-5p	TPT1-AS1
ZNF384	hsa-miR-30d-5p	TPT1-AS1
DUSP19	hsa-miR-33b-5p	TP53TG1
AHCTF1	hsa-miR-34c-5p	SNHG7
ALG10	hsa-miR-181c-5p	SNHG7
ANKRD13A	hsa-miR-193b-3p	SNHG7
ANP32A	hsa-miR-34a-5p	SNHG7
AP1AR	hsa-miR-181a-5p	SNHG7
AP1AR	hsa-miR-181b-5p	SNHG7
ARHGAP11A	hsa-miR-181c-5p	SNHG7
ARHGAP18	hsa-miR-193b-3p	SNHG7
ARID2	hsa-miR-34a-5p	SNHG7
ARMC1	hsa-miR-181a-5p	SNHG7
ARRDC3	hsa-miR-9-5p	SNHG7
ASPH	hsa-miR-181d-5p	SNHG7
ATF1	hsa-miR-34a-5p	SNHG7
ATP2A2	hsa-miR-181a-5p	SNHG7
ATP2A2	hsa-miR-34c-5p	SNHG7
ATXN7L3B	hsa-miR-34a-5p	SNHG7
AUTS2	hsa-miR-425-5p	SNHG7
BRAP	hsa-miR-181a-5p	SNHG7
BUB3	hsa-miR-181a-5p	SNHG7
BUB3	hsa-miR-181c-5p	SNHG7
C11orf30	hsa-miR-34a-5p	SNHG7
C12orf29	hsa-miR-181c-5p	SNHG7
C12orf76	hsa-miR-193a-3p	SNHG7
C13orf23	hsa-miR-34c-5p	SNHG7
C14orf129	hsa-miR-181a-5p	SNHG7
C20orf24	hsa-miR-181a-5p	SNHG7
C2orf15	hsa-miR-34a-5p	SNHG7
C2orf43	hsa-miR-34a-5p	SNHG7
C4orf43	hsa-miR-181c-5p	SNHG7
C5orf41	hsa-miR-425-5p	SNHG7
C5orf41	hsa-miR-9-5p	SNHG7
CAST	hsa-miR-193b-3p	SNHG7
CCNDBP1	hsa-miR-193a-3p	SNHG7
CCNDBP1	hsa-miR-9-5p	SNHG7
CDC25A	hsa-miR-181c-5p	SNHG7
CDCA5	hsa-miR-181a-5p	SNHG7
CDK1	hsa-miR-181a-5p	SNHG7
CDK1	hsa-miR-181c-5p	SNHG7
CDK8	hsa-miR-181a-5p	SNHG7
CDKN3	hsa-miR-181a-5p	SNHG7
CDKN3	hsa-miR-181c-5p	SNHG7
CENPE	hsa-miR-181a-5p	SNHG7
CENPE	hsa-miR-181c-5p	SNHG7
CKAP2	hsa-miR-181a-5p	SNHG7
CKAP2	hsa-miR-181c-5p	SNHG7
CORO1C	hsa-miR-181c-5p	SNHG7
CPSF6	hsa-miR-34a-5p	SNHG7
CRY2	hsa-miR-9-5p	SNHG7
CTCF	hsa-miR-34a-5p	SNHG7
CTCF	hsa-miR-362-3p	SNHG7
DDAH1	hsa-miR-9-5p	SNHG7
DERL1	hsa-miR-181a-5p	SNHG7
DOCK9	hsa-miR-9-5p	SNHG7
DPYSL2	hsa-miR-193b-3p	SNHG7
DPYSL2	hsa-miR-425-5p	SNHG7
DPYSL2	hsa-miR-9-5p	SNHG7
E2F7	hsa-miR-181c-5p	SNHG7
EPHA4	hsa-miR-425-5p	SNHG7
ERCC6L	hsa-miR-181a-5p	SNHG7
ERCC6L	hsa-miR-181c-5p	SNHG7
EXOSC2	hsa-miR-181c-5p	SNHG7
EXOSC3	hsa-miR-181a-5p	SNHG7
FAM117B	hsa-miR-34a-5p	SNHG7
FAM46C	hsa-miR-9-5p	SNHG7
FAS	hsa-miR-425-5p	SNHG7
FBXO5	hsa-miR-181a-5p	SNHG7
FNIP2	hsa-miR-425-5p	SNHG7
FOXN2	hsa-miR-34a-5p	SNHG7
FOXP1	hsa-miR-9-5p	SNHG7
FUBP3	hsa-miR-34a-5p	SNHG7
GCC2	hsa-miR-425-5p	SNHG7
GCLM	hsa-miR-181a-5p	SNHG7
GCLM	hsa-miR-181b-5p	SNHG7
GFM1	hsa-miR-181a-5p	SNHG7
GHITM	hsa-miR-181a-5p	SNHG7
GOLM1	hsa-miR-146b-5p	SNHG7
GRINL1A	hsa-miR-34a-5p	SNHG7
GSR	hsa-miR-181b-5p	SNHG7
GTF2E1	hsa-miR-181a-5p	SNHG7
GTPBP4	hsa-miR-34c-5p	SNHG7
GTSE1	hsa-miR-181a-5p	SNHG7
GTSE1	hsa-miR-181c-5p	SNHG7
HELLS	hsa-miR-181c-5p	SNHG7
HLA-DPB1	hsa-miR-193b-3p	SNHG7
HNMT	hsa-miR-9-5p	SNHG7
HOPX	hsa-miR-9-5p	SNHG7
HSP90B1	hsa-miR-181a-5p	SNHG7
INCENP	hsa-miR-181c-5p	SNHG7
IPO5	hsa-miR-34a-5p	SNHG7
IQGAP1	hsa-miR-425-5p	SNHG7
IQGAP1	hsa-miR-9-5p	SNHG7
KIAA1704	hsa-miR-34a-5p	SNHG7
KIF1C	hsa-miR-9-5p	SNHG7
KIF2C	hsa-miR-181a-5p	SNHG7
KIF2C	hsa-miR-181c-5p	SNHG7
KPNB1	hsa-miR-181a-5p	SNHG7
KPNB1	hsa-miR-181c-5p	SNHG7
KPNB1	hsa-miR-181d-5p	SNHG7
KRAS	hsa-miR-181a-5p	SNHG7
LBR	hsa-miR-34a-5p	SNHG7
LCLAT1	hsa-miR-181a-5p	SNHG7
LNX2	hsa-miR-9-5p	SNHG7
LOC221710	hsa-miR-34a-5p	SNHG7
LPCAT1	hsa-miR-193b-3p	SNHG7
LRP12	hsa-miR-181a-5p	SNHG7
MAN1A2	hsa-miR-34a-5p	SNHG7
MEGF9	hsa-miR-425-5p	SNHG7
MELK	hsa-miR-181a-5p	SNHG7
MELK	hsa-miR-181c-5p	SNHG7
METAP2	hsa-miR-181c-5p	SNHG7
MRPL13	hsa-miR-181a-5p	SNHG7
MRPL30	hsa-miR-34a-5p	SNHG7
MRPL42	hsa-miR-181a-5p	SNHG7
MRPS16	hsa-miR-181a-5p	SNHG7
MRPS35	hsa-miR-181a-5p	SNHG7
MSH2	hsa-miR-181c-5p	SNHG7
MTFR1	hsa-miR-34c-5p	SNHG7
NAA50	hsa-miR-181a-5p	SNHG7
NAA50	hsa-miR-181c-5p	SNHG7
NCAPG	hsa-miR-181a-5p	SNHG7
NCAPG	hsa-miR-181c-5p	SNHG7
NCOA1	hsa-miR-34a-5p	SNHG7
NCOR1	hsa-miR-34a-5p	SNHG7
NOL10	hsa-miR-34a-5p	SNHG7
NRP1	hsa-miR-186-5p	SNHG7
NUS1	hsa-miR-181a-5p	SNHG7
ORC1L	hsa-miR-181c-5p	SNHG7
PAFAH1B2	hsa-miR-34a-5p	SNHG7
PCGF6	hsa-miR-181a-5p	SNHG7
PDCD10	hsa-miR-181a-5p	SNHG7
PDIA6	hsa-miR-34a-5p	SNHG7
PIAS1	hsa-miR-34a-5p	SNHG7
PITPNB	hsa-miR-181c-5p	SNHG7
PJA2	hsa-miR-9-5p	SNHG7
PKN2	hsa-miR-34a-5p	SNHG7
PLK1	hsa-miR-181a-5p	SNHG7
PNMA2	hsa-miR-425-5p	SNHG7
PNMA2	hsa-miR-9-5p	SNHG7
POP1	hsa-miR-181a-5p	SNHG7
POP1	hsa-miR-181c-5p	SNHG7
PPP1CC	hsa-miR-181d-5p	SNHG7
PPP1CC	hsa-miR-34a-5p	SNHG7
PPP3R1	hsa-miR-181a-5p	SNHG7
PPP3R1	hsa-miR-34a-5p	SNHG7
PRC1	hsa-miR-181a-5p	SNHG7
PRDM4	hsa-miR-181a-5p	SNHG7
PRDM4	hsa-miR-181b-5p	SNHG7
PRDX3	hsa-miR-181a-5p	SNHG7
PREB	hsa-miR-34c-5p	SNHG7
PSRC1	hsa-miR-181c-5p	SNHG7
PTCD3	hsa-miR-181a-5p	SNHG7
PTEN	hsa-miR-425-5p	SNHG7
PTPRE	hsa-miR-193a-3p	SNHG7
PTPRE	hsa-miR-193b-3p	SNHG7
PTPRE	hsa-miR-9-5p	SNHG7
PVR	hsa-miR-181a-5p	SNHG7
RAPGEF6	hsa-miR-193b-3p	SNHG7
RBBP5	hsa-miR-34a-5p	SNHG7
RNF19A	hsa-miR-193b-3p	SNHG7
RNF34	hsa-miR-181a-5p	SNHG7
ROCK1	hsa-miR-34a-5p	SNHG7
ROCK1	hsa-miR-34a-5p	SNHG7
SCML2	hsa-miR-34a-5p	SNHG7
SH3RF1	hsa-miR-425-5p	SNHG7
SIRT1	hsa-miR-34a-5p	SNHG7
SLC25A32	hsa-miR-181a-5p	SNHG7
SLC2A13	hsa-miR-193b-3p	SNHG7
SLC39A14	hsa-miR-181a-5p	SNHG7
SLC39A14	hsa-miR-181b-5p	SNHG7
SLC7A1	hsa-miR-181a-5p	SNHG7
SLC7A2	hsa-miR-224-5p	SNHG7
SMAP1	hsa-miR-181a-5p	SNHG7
SNX30	hsa-miR-9-5p	SNHG7
SNX4	hsa-miR-181a-5p	SNHG7
SPAG9	hsa-miR-425-5p	SNHG7
SPRED2	hsa-miR-193b-3p	SNHG7
SPTY2D1	hsa-miR-34a-5p	SNHG7
SRGAP1	hsa-miR-181a-5p	SNHG7
SRP9	hsa-miR-146a-5p	SNHG7
STARD7	hsa-miR-34a-5p	SNHG7
SUDS3	hsa-miR-181a-5p	SNHG7
SUDS3	hsa-miR-224-5p	SNHG7
TAF5	hsa-miR-34a-5p	SNHG7
TBL1X	hsa-miR-146a-5p	SNHG7
TGFBR2	hsa-miR-425-5p	SNHG7
TGFBR2	hsa-miR-9-5p	SNHG7
TGS1	hsa-miR-34a-5p	SNHG7
TM9SF3	hsa-miR-181a-5p	SNHG7
TMEM194A	hsa-miR-181c-5p	SNHG7
TMEM22	hsa-miR-181a-5p	SNHG7
TMEM22	hsa-miR-181b-5p	SNHG7
TMEM9B	hsa-miR-9-5p	SNHG7
TOPBP1	hsa-miR-181a-5p	SNHG7
TOPBP1	hsa-miR-181c-5p	SNHG7
TOPBP1	hsa-miR-34a-5p	SNHG7
TRIM23	hsa-miR-425-5p	SNHG7
TRIM44	hsa-miR-34a-5p	SNHG7
TRMT61B	hsa-miR-34a-5p	SNHG7
TSN	hsa-miR-34a-5p	SNHG7
TSR1	hsa-miR-34a-5p	SNHG7
TWF1	hsa-miR-181a-5p	SNHG7
UBE2N	hsa-miR-34a-5p	SNHG7
USP37	hsa-miR-34a-5p	SNHG7
VBP1	hsa-miR-181a-5p	SNHG7
WDR67	hsa-miR-181a-5p	SNHG7
WDR67	hsa-miR-181c-5p	SNHG7
WSB2	hsa-miR-181a-5p	SNHG7
WSB2	hsa-miR-181b-5p	SNHG7
XPO5	hsa-miR-34a-5p	SNHG7
XPO7	hsa-miR-181a-5p	SNHG7
YWHAZ	hsa-miR-181a-5p	SNHG7
YY1	hsa-miR-34a-5p	SNHG7
ZBTB4	hsa-miR-9-5p	SNHG7
ZZZ3	hsa-miR-34a-5p	SNHG7
ANKIB1	hsa-miR-26b-5p	SNHG6
ARHGAP11A	hsa-miR-101-3p	SNHG6
ARHGAP11A	hsa-miR-26a-5p	SNHG6
BUB1	hsa-miR-26a-5p	SNHG6
C11orf82	hsa-miR-101-3p	SNHG6
C11orf82	hsa-miR-26a-5p	SNHG6
CCNE1	hsa-miR-101-3p	SNHG6
CCNE1	hsa-miR-26a-5p	SNHG6
CCNE2	hsa-miR-101-3p	SNHG6
CCNE2	hsa-miR-26a-5p	SNHG6
CDC6	hsa-miR-26a-5p	SNHG6
